time	well	position	DATE	TECAN	sample	REP	conc_ara	tmp	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	OD
9.5	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1664
9.75	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1657
10	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1633
10.25	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1616
10.5	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1598
10.75	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1583
11	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1565
11.25	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1555
11.5	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1545
11.75	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1528
12	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1511
12.25	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1501
12.5	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1487
12.75	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1483
13	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.147
13.25	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1463
13.5	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1452
13.75	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1442
14	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.143
14.25	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.143
14.5	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1417
14.75	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1413
15	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1408
15.25	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1404
15.5	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1394
15.75	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1388
16	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1382
16.25	Well 117	B5	12072022	40	WT (Amp plasmid)	2	0.01% arabinose	10	1.057945595	0.001377374	1.223355084	5.429823563	0.566595251	15.41332736	11.45816125	0.013243227	NA	1.1376
0	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.0929
0.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.093025
0.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.094025
0.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.09605
1	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.099275
1.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.10323
1.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.10817
1.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.11378
2	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.12038
2.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.12805
2.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.13705
2.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.14913
3	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.1647
3.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.184
3.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.20488
3.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.2319
4	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.26358
4.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.30227
4.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.36243
4.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.43248
5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.5158
5.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.6025
5.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.68047
5.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.75773
6	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.85115
6.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.9022
6.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.94517
6.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	0.9784
7	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.0075
7.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.0328
7.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.0553
7.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.0763
8	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.0971
8.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1132
8.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1282
8.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1622
9	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.177
9.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1828
9.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1833
9.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1829
10	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1813
10.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1801
10.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1789
10.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1781
11	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1772
11.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.177
11.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1764
11.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.175
12	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1739
12.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1735
12.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1729
12.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1727
13	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1724
13.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1716
13.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1714
13.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1706
14	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1702
14.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.17
14.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1689
14.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1685
15	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1683
15.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1683
15.5	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1675
15.75	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1674
16	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1669
16.25	Well 118	B6	12072022	40	WT (Amp plasmid)	3	0.01% arabinose	10	1.079728892	0.002249938	1.146550982	5.382644838	0.604549812	15.78081634	11.73261875	0.012772484	NA	1.1662
0	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.091925
0.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.0919
0.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.0926
0.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.094275
1	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.09725
1.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.10128
1.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.10675
1.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.1139
2	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.12292
2.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.1354
2.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.15345
2.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.18105
3	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.2209
3.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.2723
3.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.33927
3.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.40778
4	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.47685
4.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.5615
4.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.64707
4.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.71927
5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.81862
5.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.87495
5.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.92607
5.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.96723
6	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	0.99833
6.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.0249
6.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.0466
6.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.0676
7	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.0876
7.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1062
7.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1225
7.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1543
8	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1776
8.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1849
8.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1882
8.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1882
9	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1875
9.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1864
9.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1847
9.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1797
10	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1786
10.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1752
10.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1727
10.75	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1699
11	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1676
11.25	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1654
11.5	Well 128	C4	12072022	40	WT (Amp plasmid)	1	0.025% arabinose	10	1.061660144	0.003667128	1.268185898	4.466790029	0.546565911	16.4880933	12.48335688	0.020782264	NA	1.1629
