name	tss_name	mean_diff	mean_scramble	mean_unscrambled	tstat	p.value	conf.low	conf.high	p.value.fdr	site_type_ttest	significant
TSS_14718_storz,3796434,+_scrambled0-10	TSS_14718_storz	-0.243842141481338	0.642122331583674	0.885964473065012	-1.77457528526152	0.0790699187171104	-0.516521617457482	0.0288373344948067	0.226721378883887	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled10-20	TSS_14718_storz	-0.0478525599248872	0.838111913140124	0.885964473065012	-0.244683463452857	0.807441674310785	-0.438136547359877	0.342431427510103	0.910246942170403	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled100-110	TSS_14718_storz	-0.297336930538406	0.588627542526605	0.885964473065012	-2.06195074028532	0.0415356003345932	-0.583066422743604	-0.0116074383332088	0.143371769525199	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled105-115	TSS_14718_storz	-0.732423488796323	0.153540984268688	0.885964473065012	-6.08053069608936	0.0000000491985031131462	-0.972464477733859	-0.492382499858787	0.00000114586153525981	reduced	TRUE
TSS_14718_storz,3796434,+_scrambled110-120	TSS_14718_storz	-0.507951639845735	0.378012833219277	0.885964473065012	-3.15890804152206	0.00221875609906415	-0.827840756412766	-0.188062523278704	0.0136835369610475	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled115-125	TSS_14718_storz	0.175405451681577	1.06136992474659	0.885964473065012	0.945660217440055	0.346668298861531	-0.192723585604476	0.54353448896763	0.582331674814427	increased	FALSE
TSS_14718_storz,3796434,+_scrambled120-130	TSS_14718_storz	-0.358294675617108	0.527669797447904	0.885964473065012	-2.81803989944591	0.00596114817333492	-0.61094990515604	-0.105639446078175	0.0311036477965453	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled135-145	TSS_14718_storz	-0.269340071433653	0.616624401631359	0.885964473065012	-1.72674752251894	0.0874960773689314	-0.579042002547471	0.0403618596801658	0.242953170955608	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled140-150	TSS_14718_storz	-0.00115958511615843	0.884804887948853	0.885964473065012	-0.00517377061105377	0.995900052088118	-0.455457022418746	0.45313785218643	0.998121901624775	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled15-25	TSS_14718_storz	-0.056560747504961	0.829403725560051	0.885964473065012	-0.24399920591902	0.80799900800907	-0.519500681189952	0.40637918618003	0.910551515969089	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled20-30	TSS_14718_storz	0.829234325421859	1.71519879848687	0.885964473065012	3.07152258314122	0.00347114574027393	0.286697738779792	1.37177091206393	0.0198947177853991	increased	FALSE
TSS_14718_storz,3796434,+_scrambled30-40	TSS_14718_storz	-0.295687799801967	0.590276673263045	0.885964473065012	-2.16377776031339	0.0327458101875626	-0.566642563076492	-0.0247330365274411	0.120465183429816	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled35-45	TSS_14718_storz	0.145763635053879	1.03172810811889	0.885964473065012	0.873605481630582	0.384621968489582	-0.185648318321144	0.477175588428901	0.618376349693269	increased	FALSE
TSS_14718_storz,3796434,+_scrambled40-50	TSS_14718_storz	-0.137672388259999	0.748292084805013	0.885964473065012	-0.69288092755177	0.491958704979473	-0.537908936148004	0.262564159628007	0.708645892523343	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled45-55	TSS_14718_storz	-0.39804200437526	0.487922468689752	0.885964473065012	-2.67281539347163	0.008885797556114	-0.693779607744124	-0.102304401006396	0.0431760500848231	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled5-15	TSS_14718_storz	-0.142260668813828	0.743703804251183	0.885964473065012	-0.924550553530348	0.356954172936624	-0.446743544114655	0.162222206486999	0.592459735375511	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled50-60	TSS_14718_storz	-0.258179084523465	0.627785388541547	0.885964473065012	-1.65809910704946	0.100979694217342	-0.567763239342285	0.0514050702953547	0.268048994321096	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled55-65	TSS_14718_storz	-0.0557974411150077	0.830167031950004	0.885964473065012	-0.337462519130819	0.736409558202019	-0.383460440332014	0.271865558101998	0.871282022021886	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled60-70	TSS_14718_storz	-0.365915928623194	0.520048544441817	0.885964473065012	-2.65765263850719	0.00906926008662527	-0.638844395546072	-0.0929874617003167	0.0438958138906684	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled65-75	TSS_14718_storz	-0.215180765503058	0.670783707561954	0.885964473065012	-1.19218874680236	0.239297707176457	-0.578486875687634	0.148125344681519	0.468124342427404	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled75-85	TSS_14718_storz	0.026626525635992	0.912590998701004	0.885964473065012	0.117384841040495	0.906956151045341	-0.427317652006651	0.480570703278635	0.958140885491643	increased	FALSE
TSS_14718_storz,3796434,+_scrambled80-90	TSS_14718_storz	-0.622572196931735	0.263392276133277	0.885964473065012	-5.17817604809725	0.00000187847837971267	-0.862154613285677	-0.382989780577793	0.0000285062566075972	reduced	TRUE
TSS_14718_storz,3796434,+_scrambled90-100	TSS_14718_storz	-0.364966277017267	0.520998196047745	0.885964473065012	-2.29641902738369	0.0242239275751808	-0.681162988090128	-0.048769565944405	0.0954521008951079	reduced	FALSE
TSS_14718_storz,3796434,+_scrambled95-105	TSS_14718_storz	-0.681513948354768	0.204450524710244	0.885964473065012	-4.95242269906925	0.00000384156059662943	-0.955249309386818	-0.407778587322718	0.0000538799987423873	reduced	TRUE
TSS_14719_storz,3796943,+_scrambled0-10_flipped	TSS_14719_storz	0.341645000640265	1.98286853488301	1.64122353424275	0.583940210843588	0.562427375038789	-0.83956091186075	1.52285091314128	0.760611772768662	increased	FALSE
TSS_14719_storz,3796943,+_scrambled10-20_flipped	TSS_14719_storz	1.03472352063011	2.67594705487285	1.64122353424275	2.4383144815337	0.017234570684081	0.188718838891577	1.88072820236863	0.073415613873251	increased	FALSE
TSS_14719_storz,3796943,+_scrambled100-110	TSS_14719_storz	1.54583517660848	3.18705871085122	1.64122353424275	2.54237833390372	0.016945927665983	0.299264148006203	2.79240620521075	0.0724456438568374	increased	FALSE
TSS_14719_storz,3796943,+_scrambled105-115	TSS_14719_storz	-1.36136933132756	0.27985420291519	1.64122353424275	-4.65266413155881	0.0000221062004561454	-1.94819124021356	-0.774547422441551	0.000255354471136438	reduced	TRUE
TSS_14719_storz,3796943,+_scrambled110-120	TSS_14719_storz	-1.46789143050954	0.173332103733208	1.64122353424275	-5.03143842655214	0.00000602263374965604	-2.05314776742538	-0.882635093593701	0.0000804248745542879	reduced	TRUE
TSS_14719_storz,3796943,+_scrambled115-125_flipped	TSS_14719_storz	-1.34435439948032	0.296869134762427	1.64122353424275	-4.53966586589216	0.000030740446726705	-1.9377081263479	-0.751000672612735	0.000342196767264264	reduced	TRUE
TSS_14719_storz,3796943,+_scrambled120-130	TSS_14719_storz	-1.05231555493556	0.588907979307183	1.64122353424275	-3.09865628603514	0.00281221845460362	-1.72980865955563	-0.374822450315503	0.0167062832819727	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled125-135	TSS_14719_storz	0.280487276497721	1.92171081074047	1.64122353424275	0.789646549749979	0.432300789362234	-0.427480180664071	0.988454733659513	0.660675286193101	increased	FALSE
TSS_14719_storz,3796943,+_scrambled130-140	TSS_14719_storz	1.17379914960614	2.81502268384889	1.64122353424275	2.86818081164914	0.00499223632457284	0.362321185798826	1.98527711341346	0.0268677953625534	increased	FALSE
TSS_14719_storz,3796943,+_scrambled135-145	TSS_14719_storz	0.242811657397756	1.8840351916405	1.64122353424275	0.685967785937713	0.494577093522951	-0.460848187232075	0.946471502027588	0.710537859018853	increased	FALSE
TSS_14719_storz,3796943,+_scrambled140-150	TSS_14719_storz	-0.584943356622841	1.05628017761991	1.64122353424275	-1.75953477687389	0.082933896097037	-1.24818588635789	0.0782991731122074	0.234183218777506	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled15-25	TSS_14719_storz	-0.256367233412584	1.38485630083016	1.64122353424275	-0.780856170822386	0.437341079588662	-0.910388876448162	0.397654409622994	0.66504130539782	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled20-30	TSS_14719_storz	-0.312796479674128	1.32842705456862	1.64122353424275	-0.825389338889669	0.411434481243499	-1.06616146851998	0.440568509171721	0.642251872340491	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled25-35_flipped	TSS_14719_storz	0.0692615268615886	1.71048506110434	1.64122353424275	0.186836992620436	0.852334427321611	-0.670220924342646	0.808743978065824	0.932250036231338	increased	FALSE
TSS_14719_storz,3796943,+_scrambled30-40_flipped	TSS_14719_storz	-0.286861486527624	1.35436204771512	1.64122353424275	-0.754953699745227	0.45290634002386	-1.04520428348741	0.471481310432164	0.676807682721145	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled35-45	TSS_14719_storz	0.239522941443216	1.88074647568596	1.64122353424275	0.60240633555332	0.548224922916534	-0.549024047749197	1.02806993063563	0.750607540700373	increased	FALSE
TSS_14719_storz,3796943,+_scrambled40-50	TSS_14719_storz	-0.412547831779695	1.22867570246305	1.64122353424275	-1.31398931225964	0.193270474430244	-1.0390701746681	0.213974511108708	0.411134100745812	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled45-55	TSS_14719_storz	-0.593554838823235	1.04766869541951	1.64122353424275	-1.78805183850857	0.0780050075457963	-1.25537776769845	0.0682680900519814	0.224782787416044	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled5-15	TSS_14719_storz	-0.613092763546868	1.02813077069588	1.64122353424275	-1.88101787955613	0.0638347347703964	-1.26234753504841	0.0361620079546694	0.195310293487389	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled50-60	TSS_14719_storz	0.173879781658867	1.81510331590161	1.64122353424275	0.395959640450302	0.692963905071872	-0.697168741115701	1.04492830443343	0.847073508154711	increased	FALSE
TSS_14719_storz,3796943,+_scrambled60-70	TSS_14719_storz	-0.285132943110594	1.35609059113215	1.64122353424275	-0.848732614480589	0.398454918591452	-0.953260309335297	0.382994423114109	0.631281964704104	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled65-75	TSS_14719_storz	0.620485977199305	2.26170951144205	1.64122353424275	1.23054964345284	0.228403116138846	-0.410897649764739	1.65186960416335	0.455207862942527	increased	FALSE
TSS_14719_storz,3796943,+_scrambled70-80	TSS_14719_storz	-0.688610180360707	0.95261335388204	1.64122353424275	-1.99016863686181	0.050228178800568	-1.37792341565412	0.000703054932709307	0.164854861038294	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled75-85	TSS_14719_storz	0.274690921781385	1.91591445602413	1.64122353424275	0.757692552615513	0.451154856559166	-0.448247192378226	0.997629035940996	0.675692540615453	increased	FALSE
TSS_14719_storz,3796943,+_scrambled80-90	TSS_14719_storz	-0.0674994597150242	1.57372407452772	1.64122353424275	-0.170900299603667	0.864702031219764	-0.852617696387886	0.717618776957838	0.938256059525272	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled85-95	TSS_14719_storz	-0.812639637885236	0.828583896357512	1.64122353424275	-2.37300155083781	0.0200339636096093	-1.4940991833205	-0.131180092449976	0.0824905066232773	reduced	FALSE
TSS_14719_storz,3796943,+_scrambled90-100	TSS_14719_storz	0.123347706893494	1.76457124113624	1.64122353424275	0.371691329446656	0.711133830638546	-0.537359777435219	0.784055191222206	0.857932846377536	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled0-10	TSS_14723_regulondb	0.174973963430495	0.788980549273087	0.614006585842591	0.985196563897552	0.328272860648297	-0.179894405926242	0.529842332787232	0.564511502099341	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled10-20	TSS_14723_regulondb	-0.171941470003217	0.442065115839375	0.614006585842591	-1.7074389633779	0.0914971001345202	-0.372247012723283	0.028364072716849	0.250742364802226	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled105-115	TSS_14723_regulondb	-0.189833174438904	0.424173411403687	0.614006585842591	-1.79398482595792	0.077073311464518	-0.400825378762361	0.0211590298845531	0.222914356076695	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled110-120	TSS_14723_regulondb	-0.165034072521388	0.448972513321203	0.614006585842591	-1.67930498343293	0.0971529016111009	-0.3607301474458	0.0306620024030232	0.260899757702035	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled115-125	TSS_14723_regulondb	-0.214477193097873	0.399529392744718	0.614006585842591	-1.98367802443795	0.0505324511185381	-0.429463205670088	0.000508819474340902	0.165542781021871	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled120-130	TSS_14723_regulondb	0.0690464591673035	0.683053045009895	0.614006585842591	0.383611101385482	0.703167936950012	-0.294000843477286	0.432093761811893	0.853272286426167	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled125-135	TSS_14723_regulondb	0.00329669853527881	0.61730328437787	0.614006585842591	0.0296092961466057	0.976436115830321	-0.217527609929334	0.224121006999892	0.990390384064581	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled130-140	TSS_14723_regulondb	0.0722396225251968	0.686246208367788	0.614006585842591	0.453548126092565	0.651228379292978	-0.244122287496556	0.38860153254695	0.821060585785676	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled135-145	TSS_14723_regulondb	-0.109943598274343	0.504062987568248	0.614006585842591	-0.997453921403867	0.32152197828031	-0.329263420842686	0.109376224293999	0.55745905448652	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled140-150	TSS_14723_regulondb	0.0814445982816548	0.695451184124246	0.614006585842591	0.399334135971629	0.691506874390669	-0.329158478856532	0.492047675419841	0.846410151412587	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled15-25	TSS_14723_regulondb	-0.153009745341404	0.460996840501187	0.614006585842591	-1.41548295051634	0.160625074350043	-0.367973876392569	0.0619543857097606	0.365310230275823	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled20-30	TSS_14723_regulondb	0.0177453407904915	0.631751926633083	0.614006585842591	0.12772713123268	0.898631552148973	-0.258024644980758	0.293515326561741	0.954460080550165	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled25-35	TSS_14723_regulondb	-0.0980394343665322	0.515967151476059	0.614006585842591	-0.509123941355138	0.6157251721292	-0.497354207395541	0.301275338662477	0.797990100096619	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled30-40	TSS_14723_regulondb	-0.0316386835849318	0.58236790225766	0.614006585842591	-0.240503892595306	0.810466071932429	-0.292854986788969	0.229577619619105	0.911858330719609	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled40-50	TSS_14723_regulondb	-0.0776517362127744	0.536354849629817	0.614006585842591	-0.628876818875539	0.531224326339853	-0.323384912975	0.168081440549451	0.738250285434766	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled45-55	TSS_14723_regulondb	-0.0233635682373228	0.590643017605269	0.614006585842591	-0.187915999566623	0.851413308361321	-0.270747720656339	0.224020584181694	0.931963917975931	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled5-15	TSS_14723_regulondb	0.00676792228241996	0.620774508125011	0.614006585842591	0.0597666426551481	0.952456582715643	-0.21779858368873	0.23133442825357	0.979101125052694	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled50-60	TSS_14723_regulondb	-0.0363423423826781	0.577664243459913	0.614006585842591	-0.304648762217828	0.761353576523473	-0.273414018626891	0.200729333861534	0.884915612479028	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled55-65	TSS_14723_regulondb	0.0420947087159059	0.656101294558497	0.614006585842591	0.306321001383071	0.760599619446017	-0.233746467015782	0.317935884447594	0.884278770508692	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled60-70	TSS_14723_regulondb	0.152934271782867	0.766940857625458	0.614006585842591	1.19463415904121	0.235338675419027	-0.101361794734198	0.407230338299932	0.463336205285135	increased	FALSE
TSS_14723_regulondb,3797519,-_scrambled65-75	TSS_14723_regulondb	-0.0508121892640675	0.563194396578524	0.614006585842591	-0.364438366956022	0.716458987161886	-0.328131358351856	0.226506979823721	0.860728014451806	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled70-80	TSS_14723_regulondb	-0.0684626924666507	0.545543893375941	0.614006585842591	-0.488496890229948	0.6263447690594	-0.346762442867395	0.209837057934093	0.804903409295649	reduced	FALSE
TSS_14723_regulondb,3797519,-_scrambled75-85	TSS_14723_regulondb	-0.403578123109542	0.21042846273305	0.614006585842591	-4.40991097287059	0.0000405383784133322	-0.586412456803177	-0.220743789415907	0.000438044597137426	reduced	TRUE
TSS_14723_regulondb,3797519,-_scrambled80-90	TSS_14723_regulondb	2.08415236800613	2.69815895384873	0.614006585842591	9.18667641037794	0.000000000000248505908432514	1.63100466066325	2.53730007534902	0.0000000000264829885713295	increased	TRUE
TSS_14723_regulondb,3797519,-_scrambled85-95	TSS_14723_regulondb	-0.389470573963545	0.224536011879047	0.614006585842591	-3.93510977783993	0.000177228534933946	-0.58645828419281	-0.192482863734279	0.00158345176650863	reduced	TRUE
TSS_14725_storz,3798886,-_scrambled0-10	TSS_14725_storz	0.0687911688148006	0.392059717865959	0.323268549051159	0.551664250083537	0.583928651322478	-0.182415981235735	0.319998318865336	0.776205912816551	increased	FALSE
TSS_14725_storz,3798886,-_scrambled10-20	TSS_14725_storz	-0.00855026514929319	0.314718283901866	0.323268549051159	-0.0682636977140556	0.9458794836826	-0.2608545559981	0.243754025699514	0.976409860323643	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled100-110	TSS_14725_storz	-0.148028913684458	0.175239635366701	0.323268549051159	-1.33141263980602	0.192982960611278	-0.374997243504766	0.0789394161358509	0.410689035812226	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled105-115	TSS_14725_storz	-0.142472461821199	0.18079608722996	0.323268549051159	-1.2764703377307	0.211410434478217	-0.370250025271061	0.0853051016286626	0.434592654300999	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled110-120	TSS_14725_storz	-0.149963521420533	0.173305027630625	0.323268549051159	-1.34578651618042	0.18830598783845	-0.377395995898115	0.0774689530570484	0.404989553362181	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled115-125	TSS_14725_storz	-0.0455163624007046	0.277752186650454	0.323268549051159	-0.390546995382681	0.698424647802053	-0.281848557881561	0.190815833080152	0.850335971289843	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled120-130	TSS_14725_storz	0.177823101933524	0.501091650984683	0.323268549051159	1.08785673400829	0.285870327321283	-0.15690866975508	0.512554873622128	0.520415615348698	increased	FALSE
TSS_14725_storz,3798886,-_scrambled125-135	TSS_14725_storz	-0.0357060405285398	0.287562508522619	0.323268549051159	-0.326182205006738	0.746646728456616	-0.25966524025333	0.18825315919625	0.876823761857587	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled130-140	TSS_14725_storz	-0.00182445589698799	0.321444093154171	0.323268549051159	-0.0145808678494854	0.988434740942329	-0.25424625222741	0.250597340433434	0.995018863538252	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled135-145	TSS_14725_storz	0.0799980756481204	0.403266624699279	0.323268549051159	0.635547165902666	0.528279780964112	-0.173499162114496	0.333495313410737	0.736413971793266	increased	FALSE
TSS_14725_storz,3798886,-_scrambled15-25	TSS_14725_storz	0.0590779135894154	0.382346462640574	0.323268549051159	0.466355907485917	0.643180848105167	-0.195975174588853	0.314131001767684	0.81585705408794	increased	FALSE
TSS_14725_storz,3798886,-_scrambled20-30	TSS_14725_storz	-0.00725629567590569	0.316012253375253	0.323268549051159	-0.0583698273382701	0.953782614478265	-0.259537557810194	0.245024966458382	0.979762440562335	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled30-40	TSS_14725_storz	0.0834261813586196	0.406694730409778	0.323268549051159	0.617972098311761	0.539361956990609	-0.187641349574878	0.354493712292117	0.74406165593848	increased	FALSE
TSS_14725_storz,3798886,-_scrambled35-45	TSS_14725_storz	-0.036217923533572	0.287050625517587	0.323268549051159	-0.311588046878174	0.757320517643083	-0.272734435020302	0.200298587953158	0.882836229886165	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled40-50	TSS_14725_storz	0.111080056667705	0.434348605718864	0.323268549051159	0.889280187042246	0.378615797970554	-0.140551811227391	0.362711924562801	0.612466860407007	increased	FALSE
TSS_14725_storz,3798886,-_scrambled45-55	TSS_14725_storz	0.112369142659315	0.435637691710474	0.323268549051159	0.927788307051749	0.358943344334668	-0.132222226186416	0.356960511505046	0.594232047061039	increased	FALSE
TSS_14725_storz,3798886,-_scrambled50-60	TSS_14725_storz	0.101793391319813	0.425061940370972	0.323268549051159	0.826719565239204	0.413109056383112	-0.146756242098213	0.35034302473784	0.643638115964712	increased	FALSE
TSS_14725_storz,3798886,-_scrambled60-70	TSS_14725_storz	-0.0114915642773757	0.311776984773783	0.323268549051159	-0.0878113541415413	0.930386956370123	-0.274523307339184	0.251540178784433	0.969118540224172	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled65-75	TSS_14725_storz	0.0382152239050606	0.361483772956219	0.323268549051159	0.333845502771418	0.740561812023132	-0.194479518272749	0.270909966082871	0.873873303979505	increased	FALSE
TSS_14725_storz,3798886,-_scrambled70-80	TSS_14725_storz	0.127042623405864	0.450311172457022	0.323268549051159	0.902220143495274	0.37123231756695	-0.155730321295237	0.409815568106964	0.605217132133977	increased	FALSE
TSS_14725_storz,3798886,-_scrambled75-85	TSS_14725_storz	0.193965233126573	0.517233782177732	0.323268549051159	1.51569990685199	0.136339465296624	-0.0635265263925661	0.451456992645713	0.327228579392659	increased	FALSE
TSS_14725_storz,3798886,-_scrambled80-90	TSS_14725_storz	0.0568814154842512	0.38014996453541	0.323268549051159	0.465968337297905	0.643676471780289	-0.189562098723159	0.303324929691661	0.816112964488987	increased	FALSE
TSS_14725_storz,3798886,-_scrambled90-100	TSS_14725_storz	-0.0408046378752722	0.282463911175887	0.323268549051159	-0.376159572633687	0.709657659158945	-0.263095393685912	0.181486117935368	0.85704991146028	reduced	FALSE
TSS_14725_storz,3798886,-_scrambled95-105	TSS_14725_storz	-0.102125941280489	0.221142607770669	0.323268549051159	-0.85095574993683	0.400119639903886	-0.34507266884146	0.140820786280482	0.63277140816243	reduced	FALSE
TSS_14726_storz,3799061,+_scrambled0-10	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled10-20	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled100-110	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled115-125	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled125-135	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled130-140	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled135-145	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled140-150	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled15-25	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled20-30	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled25-35	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled30-40	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled35-45	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled40-50	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled45-55	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled5-15	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled50-60	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled55-65	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled65-75	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled70-80	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled80-90	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled85-95	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled90-100	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14726_storz,3799061,+_scrambled95-105	TSS_14726_storz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_14727_regulondb,3799159,-_scrambled0-10_flipped	TSS_14727_regulondb	-0.012379395250367	0.610871220874442	0.623250616124809	-0.0908009867564496	0.927869803067231	-0.283550685617659	0.258791895116925	0.967982101719632	reduced	FALSE
TSS_14727_regulondb,3799159,-_scrambled10-20_flipped	TSS_14727_regulondb	-0.00203955546491408	0.621211060659895	0.623250616124809	-0.0164332099929609	0.986932377613463	-0.249278701844073	0.245199590914245	0.994622212554842	reduced	FALSE
TSS_14727_regulondb,3799159,-_scrambled100-110_flipped	TSS_14727_regulondb	-0.45312558053967	0.17012503558514	0.623250616124809	-4.33235883311664	0.0000795366770369446	-0.663670160015246	-0.242581001064092	0.000788353248564803	reduced	TRUE
TSS_14727_regulondb,3799159,-_scrambled105-115_flipped	TSS_14727_regulondb	-0.4505772018527	0.17267341427211	0.623250616124809	-4.06987876422043	0.000151510876248646	-0.672439281093295	-0.228715122612105	0.00137792881288741	reduced	TRUE
TSS_14727_regulondb,3799159,-_scrambled110-120_flipped	TSS_14727_regulondb	-0.40379155240109	0.21945906372372	0.623250616124809	-3.67226457443227	0.00054736538593974	-0.624175968718696	-0.183407136083484	0.00416389298585484	reduced	TRUE
TSS_14727_regulondb,3799159,-_scrambled115-125_flipped	TSS_14727_regulondb	0.0857007563499976	0.708951372474807	0.623250616124809	0.611868186811905	0.542192345396042	-0.192621886851715	0.36402339955171	0.746243568005223	increased	FALSE
TSS_14727_regulondb,3799159,-_scrambled120-130_flipped	TSS_14727_regulondb	-0.0417375928023428	0.581513023322467	0.623250616124809	-0.291339175509672	0.77175205362872	-0.328040026303694	0.244564840699009	0.890756150763366	reduced	FALSE
TSS_14727_regulondb,3799159,-_scrambled125-135_flipped	TSS_14727_regulondb	0.169715802470257	0.792966418595067	0.623250616124809	0.747169872746608	0.462752473908914	-0.300935619555201	0.640367224495715	0.68471243210907	increased	FALSE
TSS_14727_regulondb,3799159,-_scrambled135-145_flipped	TSS_14727_regulondb	0.382867841270532	1.00611845739534	0.623250616124809	2.9047972700426	0.00459920794633594	0.121100497724713	0.644635184816351	0.0251131861145639	increased	FALSE
TSS_14727_regulondb,3799159,-_scrambled140-150_flipped	TSS_14727_regulondb	-0.210979509995496	0.412271106129314	0.623250616124809	-1.77945150365073	0.0798815944016171	-0.447808144375692	0.0258491243847	0.228281481337793	reduced	FALSE
