mutation	mutation_label	position_label	state	energy_unit	score_function_name	total_score	fa_atr	fa_rep	fa_sol	fa_intra_rep	fa_intra_sol_xover4	lk_ball_wtd	fa_elec	hbond_sr_bb	hbond_lr_bb	hbond_bb_sc	hbond_sc	omega	fa_dun	p_aa_pp	yhh_planarity	ref	rama_prepro
B.A.37.V:C.A.37.V:D.A.37.V	WT_A37V_A37V_A37V	A37_A37_A37	mut	kcal/mol	ref2015	0.36372	-10.20487	6.3786	6.56713	-0.0	-0.0	-0.3404	-1.36078	0.0	0.0	-0.35884	-0.31712	0.0	0.0	0.0	0.0	0.0	0.0
B.A.37.V:C.A.37.V:D.A.37.V	WT_A37V_A37V_A37V	A37_A37_A37	wt	kcal/mol	ref2015	0.34188	-10.22004	6.36362	6.59269	0.0	-0.0	-0.32804	-1.38286	0.0	0.0	-0.37206	-0.31144	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:C.A.37.V	A37V_WT_A37V_WT	A37_A37	ddg	kcal/mol	ref2015	0.01166	0.01699	0.00317	-0.02317	0.0	0.0	-0.0102	-0.00534	0.0	0.0	0.00181	0.02838	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:C.A.37.V	A37V_WT_A37V_WT	A37_A37	mut	kcal/mol	ref2015	0.39577	-10.19922	6.38447	6.32849	0.0	0.0	-0.32028	-1.2322	0.0	0.0	-0.31176	-0.25371	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:C.A.37.V	A37V_WT_A37V_WT	A37_A37	wt	kcal/mol	ref2015	0.38412	-10.21621	6.3813	6.35165	-0.0	-0.0	-0.31009	-1.22686	0.0	0.0	-0.31358	-0.2821	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:D.A.37.V	A37V_WT_WT_A37V	A37_A37	ddg	kcal/mol	ref2015	-0.05391	0.00452	-0.01227	-0.01782	-0.0	0.0	-0.00894	-0.01937	0.0	0.0	-0.00575	0.00571	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:D.A.37.V	A37V_WT_WT_A37V	A37_A37	mut	kcal/mol	ref2015	0.49178	-10.5016	6.6592	6.6288	-0.0	-0.0	-0.29841	-1.31439	0.0	0.0	-0.33983	-0.34199	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:D.A.37.V	A37V_WT_WT_A37V	A37_A37	wt	kcal/mol	ref2015	0.5457	-10.50612	6.67147	6.64662	0.0	-0.0	-0.28948	-1.29502	0.0	0.0	-0.33408	-0.3477	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:B.A.37.V	A37V_A37V_WT_WT	A37_A37	ddg	kcal/mol	ref2015	-0.05888	0.01765	-0.01686	-0.00108	0.0	0.0	-0.00419	-0.04305	0.0	0.0	-0.00342	-0.00791	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:B.A.37.V	A37V_A37V_WT_WT	A37_A37	mut	kcal/mol	ref2015	0.44541	-10.27714	6.60175	6.47532	0.0	-0.0	-0.29541	-1.38618	0.0	0.0	-0.33458	-0.33834	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.V:B.A.37.V	A37V_A37V_WT_WT	A37_A37	wt	kcal/mol	ref2015	0.50429	-10.29479	6.61861	6.47641	-0.0	-0.0	-0.29122	-1.34313	0.0	0.0	-0.33116	-0.33043	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:B.A.37.W:C.A.37.W:D.A.37.W	A37W_A37W_A37W_A37W	A37_A37_A37_A37	ddg	kcal/mol	ref2015	-0.12587	0.03397	-0.06558	-0.03915	0.0	-0.0	-0.01307	-0.01943	0.0	0.0	-0.0149	-0.0077	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:B.A.37.W:C.A.37.W:D.A.37.W	A37W_A37W_A37W_A37W	A37_A37_A37_A37	mut	kcal/mol	ref2015	0.24782	-10.16061	6.43921	6.55135	0.0	-0.0	-0.30615	-1.54225	0.0	0.0	-0.36483	-0.3689	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:B.A.37.W:C.A.37.W:D.A.37.W	A37W_A37W_A37W_A37W	A37_A37_A37_A37	wt	kcal/mol	ref2015	0.37368	-10.19458	6.5048	6.5905	0.0	-0.0	-0.29308	-1.52282	0.0	0.0	-0.34993	-0.3612	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W	A37W_WT_WT_WT	A37	ddg	kcal/mol	ref2015	0.03837	0.02177	0.01802	-0.05182	-0.0	0.0	0.01246	0.01532	0.0	0.0	0.00557	0.01707	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W	A37W_WT_WT_WT	A37	mut	kcal/mol	ref2015	0.26651	-10.27584	6.50989	6.41744	0.0	-0.0	-0.32176	-1.37301	0.0	0.0	-0.36433	-0.32587	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W	A37W_WT_WT_WT	A37	wt	kcal/mol	ref2015	0.22814	-10.29761	6.49187	6.46927	0.0	-0.0	-0.33422	-1.38833	0.0	0.0	-0.3699	-0.34295	0.0	0.0	0.0	0.0	0.0	0.0
B.A.37.W:C.A.37.W:D.A.37.W	WT_A37W_A37W_A37W	A37_A37_A37	ddg	kcal/mol	ref2015	-0.01224	-0.03217	-0.02522	0.01862	-0.0	-0.0	-0.00488	0.01713	0.0	0.0	0.00214	0.01215	0.0	0.0	0.0	0.0	0.0	0.0
B.A.37.W:C.A.37.W:D.A.37.W	WT_A37W_A37W_A37W	A37_A37_A37	mut	kcal/mol	ref2015	0.41439	-9.9765	6.27947	6.25463	0.0	-0.0	-0.29201	-1.25651	0.0	0.0	-0.29516	-0.29953	0.0	0.0	0.0	0.0	0.0	0.0
B.A.37.W:C.A.37.W:D.A.37.W	WT_A37W_A37W_A37W	A37_A37_A37	wt	kcal/mol	ref2015	0.42664	-9.94432	6.30469	6.23601	0.0	-0.0	-0.28713	-1.27364	0.0	0.0	-0.2973	-0.31167	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:C.A.37.W	A37W_WT_A37W_WT	A37_A37	ddg	kcal/mol	ref2015	0.02772	0.06777	-0.06038	-0.06821	-0.0	0.0	0.00871	0.03423	0.0	0.0	0.0187	0.0269	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:C.A.37.W	A37W_WT_A37W_WT	A37_A37	mut	kcal/mol	ref2015	0.28629	-10.2335	6.45598	6.38904	0.0	-0.0	-0.33875	-1.39391	0.0	0.0	-0.29151	-0.30106	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:C.A.37.W	A37W_WT_A37W_WT	A37_A37	wt	kcal/mol	ref2015	0.25857	-10.30126	6.51636	6.45725	0.0	-0.0	-0.34746	-1.42815	0.0	0.0	-0.31021	-0.32796	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:D.A.37.W	A37W_WT_WT_A37W	A37_A37	ddg	kcal/mol	ref2015	0.18285	0.02212	0.16098	-0.02487	-0.0	0.0	-0.00632	0.03228	0.0	0.0	-0.0001	-0.00123	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:D.A.37.W	A37W_WT_WT_A37W	A37_A37	mut	kcal/mol	ref2015	0.46101	-10.27862	6.50548	6.54687	0.0	-0.0	-0.25497	-1.39578	0.0	0.0	-0.36297	-0.299	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:D.A.37.W	A37W_WT_WT_A37W	A37_A37	wt	kcal/mol	ref2015	0.27816	-10.30074	6.3445	6.57174	0.0	-0.0	-0.24864	-1.42806	0.0	0.0	-0.36287	-0.29777	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:B.A.37.W	A37W_A37W_WT_WT	A37_A37	ddg	kcal/mol	ref2015	-0.06256	0.00657	-0.02541	-0.0159	0.0	0.0	-0.00054	-0.00316	0.0	0.0	0.00172	-0.02583	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:B.A.37.W	A37W_A37W_WT_WT	A37_A37	mut	kcal/mol	ref2015	0.37663	-10.2425	6.48924	6.40831	0.0	0.0	-0.30746	-1.29174	0.0	0.0	-0.31726	-0.36196	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.W:B.A.37.W	A37W_A37W_WT_WT	A37_A37	wt	kcal/mol	ref2015	0.43918	-10.24907	6.51465	6.42421	0.0	-0.0	-0.30692	-1.28857	0.0	0.0	-0.31897	-0.33613	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:B.A.37.Y:C.A.37.Y:D.A.37.Y	A37Y_A37Y_A37Y_A37Y	A37_A37_A37_A37	ddg	kcal/mol	ref2015	-0.00148	-0.01228	0.02895	0.0002	0.0	-0.0	-0.0049	-0.00298	0.0	0.0	-0.0012	-0.00927	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:B.A.37.Y:C.A.37.Y:D.A.37.Y	A37Y_A37Y_A37Y_A37Y	A37_A37_A37_A37	mut	kcal/mol	ref2015	0.41043	-10.29475	6.43545	6.513	0.0	-0.0	-0.32949	-1.27886	0.0	0.0	-0.31762	-0.3173	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:B.A.37.Y:C.A.37.Y:D.A.37.Y	A37Y_A37Y_A37Y_A37Y	A37_A37_A37_A37	wt	kcal/mol	ref2015	0.41191	-10.28246	6.4065	6.51279	0.0	-0.0	-0.32459	-1.27587	0.0	0.0	-0.31642	-0.30803	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y	A37Y_WT_WT_WT	A37	ddg	kcal/mol	ref2015	-0.03409	0.00094	-0.03599	-0.01334	-0.0	0.0	-0.0033	-0.00319	0.0	0.0	0.009	0.01179	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y	A37Y_WT_WT_WT	A37	mut	kcal/mol	ref2015	0.54375	-10.4814	6.67104	6.65786	0.0	0.0	-0.27653	-1.37811	0.0	0.0	-0.3092	-0.3399	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y	A37Y_WT_WT_WT	A37	wt	kcal/mol	ref2015	0.57784	-10.48235	6.70703	6.6712	0.0	-0.0	-0.27323	-1.37492	0.0	0.0	-0.31821	-0.35168	0.0	0.0	0.0	0.0	0.0	0.0
B.A.37.Y:C.A.37.Y:D.A.37.Y	WT_A37Y_A37Y_A37Y	A37_A37_A37	ddg	kcal/mol	ref2015	0.00335	-0.00447	-0.03511	-0.0105	-0.0	-0.0	0.00087	0.04417	0.0	0.0	0.01594	-0.00755	0.0	0.0	0.0	0.0	0.0	0.0
B.A.37.Y:C.A.37.Y:D.A.37.Y	WT_A37Y_A37Y_A37Y	A37_A37_A37	mut	kcal/mol	ref2015	0.09057	-10.25479	6.24082	6.59927	-0.0	-0.0	-0.31837	-1.45421	0.0	0.0	-0.40968	-0.31247	0.0	0.0	0.0	0.0	0.0	0.0
B.A.37.Y:C.A.37.Y:D.A.37.Y	WT_A37Y_A37Y_A37Y	A37_A37_A37	wt	kcal/mol	ref2015	0.08722	-10.25032	6.27593	6.60977	0.0	-0.0	-0.31924	-1.49838	0.0	0.0	-0.42562	-0.30492	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:C.A.37.Y	A37Y_WT_A37Y_WT	A37_A37	ddg	kcal/mol	ref2015	-0.05841	0.01044	-0.02586	-0.01817	0.0	-0.0	-0.00558	-0.01568	0.0	0.0	-0.00178	-0.00178	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:C.A.37.Y	A37Y_WT_A37Y_WT	A37_A37	mut	kcal/mol	ref2015	0.29464	-10.23789	6.3572	6.42414	0.0	-0.0	-0.29567	-1.26553	0.0	0.0	-0.311	-0.37662	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:C.A.37.Y	A37Y_WT_A37Y_WT	A37_A37	wt	kcal/mol	ref2015	0.35305	-10.24834	6.38306	6.44231	0.0	-0.0	-0.29008	-1.24985	0.0	0.0	-0.30922	-0.37483	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:D.A.37.Y	A37Y_WT_WT_A37Y	A37_A37	ddg	kcal/mol	ref2015	0.01161	0.03777	-0.00115	-0.0183	-0.0	-0.0	0.00332	-0.02229	0.0	0.0	0.01025	0.00201	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:D.A.37.Y	A37Y_WT_WT_A37Y	A37_A37	mut	kcal/mol	ref2015	0.39391	-10.49084	6.51273	6.74106	-0.0	-0.0	-0.29415	-1.36771	0.0	0.0	-0.35815	-0.34903	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:D.A.37.Y	A37Y_WT_WT_A37Y	A37_A37	wt	kcal/mol	ref2015	0.38229	-10.52861	6.51388	6.75936	0.0	-0.0	-0.29747	-1.34542	0.0	0.0	-0.3684	-0.35104	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:B.A.37.Y	A37Y_A37Y_WT_WT	A37_A37	ddg	kcal/mol	ref2015	0.04928	0.00949	-0.00471	0.00245	0.0	-0.0	-0.01827	0.04346	0.0	0.0	0.00816	0.0087	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:B.A.37.Y	A37Y_A37Y_WT_WT	A37_A37	mut	kcal/mol	ref2015	0.28338	-10.38039	6.47917	6.57114	0.0	-0.0	-0.32572	-1.36469	0.0	0.0	-0.37644	-0.3197	0.0	0.0	0.0	0.0	0.0	0.0
A.A.37.Y:B.A.37.Y	A37Y_A37Y_WT_WT	A37_A37	wt	kcal/mol	ref2015	0.2341	-10.38987	6.48388	6.56869	-0.0	0.0	-0.30745	-1.40815	0.0	0.0	-0.3846	-0.3284	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:B.A.56.A:C.A.56.A:D.A.56.A	A56A_A56A_A56A_A56A	A56_A56_A56_A56	ddg	kcal/mol	ref2015	-0.02884	-0.03116	-0.01297	0.02741	0.0	0.0	-0.01188	-0.00804	0.0	0.0	-0.0036	0.01139	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:B.A.56.A:C.A.56.A:D.A.56.A	A56A_A56A_A56A_A56A	A56_A56_A56_A56	mut	kcal/mol	ref2015	0.16178	-11.12586	6.5168	6.76383	0.0	-0.0	-0.17591	-1.28368	0.0	0.0	-0.20646	-0.32695	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:B.A.56.A:C.A.56.A:D.A.56.A	A56A_A56A_A56A_A56A	A56_A56_A56_A56	wt	kcal/mol	ref2015	0.19061	-11.0947	6.52977	6.73642	0.0	-0.0	-0.16403	-1.27564	0.0	0.0	-0.20286	-0.33834	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A	A56A_WT_WT_WT	A56	ddg	kcal/mol	ref2015	0.01662	0.00079	0.01217	0.00076	-0.0	-0.0	-0.00066	0.00279	0.0	0.0	-3e-05	0.0008	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A	A56A_WT_WT_WT	A56	mut	kcal/mol	ref2015	1.73847	-10.93054	7.40301	6.73733	0.0	-0.0	-0.0973	-0.96581	0.0	0.0	-0.1402	-0.26803	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A	A56A_WT_WT_WT	A56	wt	kcal/mol	ref2015	1.72185	-10.93133	7.39085	6.73657	0.0	-0.0	-0.09664	-0.9686	0.0	0.0	-0.14017	-0.26883	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.A:C.A.56.A:D.A.56.A	WT_A56A_A56A_A56A	A56_A56_A56	ddg	kcal/mol	ref2015	0.03616	-0.00878	0.03391	0.0139	-0.0	-0.0	0.00188	-0.00026	0.0	0.0	-0.00183	-0.00266	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.A:C.A.56.A:D.A.56.A	WT_A56A_A56A_A56A	A56_A56_A56	mut	kcal/mol	ref2015	-0.07088	-11.10641	6.15775	6.87409	0.0	-0.0	-0.10662	-1.29562	0.0	0.0	-0.22753	-0.36654	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.A:C.A.56.A:D.A.56.A	WT_A56A_A56A_A56A	A56_A56_A56	wt	kcal/mol	ref2015	-0.10704	-11.09763	6.12384	6.86019	0.0	-0.0	-0.10851	-1.29536	0.0	0.0	-0.2257	-0.36388	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:C.A.56.A	A56A_WT_A56A_WT	A56_A56	ddg	kcal/mol	ref2015	-0.01681	0.01037	-0.00384	-0.01306	0.0	-0.0	-0.00323	-0.01044	0.0	0.0	0.00044	0.00295	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:C.A.56.A	A56A_WT_A56A_WT	A56_A56	mut	kcal/mol	ref2015	0.02541	-11.36606	6.04013	6.99731	0.0	-0.0	-0.19524	-1.00339	0.0	0.0	-0.14103	-0.30631	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:C.A.56.A	A56A_WT_A56A_WT	A56_A56	wt	kcal/mol	ref2015	0.04222	-11.37643	6.04398	7.01037	-0.0	-0.0	-0.19202	-0.99295	0.0	0.0	-0.14146	-0.30926	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:D.A.56.A	A56A_WT_WT_A56A	A56_A56	ddg	kcal/mol	ref2015	-0.04507	0.00133	-0.02943	-0.00794	-0.0	-0.0	0.00051	-0.01184	0.0	0.0	0.00452	-0.00222	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:D.A.56.A	A56A_WT_WT_A56A	A56_A56	mut	kcal/mol	ref2015	1.62386	-10.93482	7.42057	6.64798	0.0	-0.0	-0.15229	-0.93073	0.0	0.0	-0.19274	-0.23411	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:D.A.56.A	A56A_WT_WT_A56A	A56_A56	wt	kcal/mol	ref2015	1.66894	-10.93616	7.45001	6.65592	0.0	-0.0	-0.1528	-0.91889	0.0	0.0	-0.19726	-0.23189	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:B.A.56.A	A56A_A56A_WT_WT	A56_A56	ddg	kcal/mol	ref2015	0.053	-0.00334	0.02198	0.0146	-0.0	-0.0	-0.00166	0.01212	0.0	0.0	0.00627	0.00302	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:B.A.56.A	A56A_A56A_WT_WT	A56_A56	mut	kcal/mol	ref2015	1.7516	-11.09477	7.70212	6.87387	-0.0	-0.0	-0.08933	-1.15776	0.0	0.0	-0.21219	-0.27035	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.A:B.A.56.A	A56A_A56A_WT_WT	A56_A56	wt	kcal/mol	ref2015	1.6986	-11.09143	7.68014	6.85927	-0.0	-0.0	-0.08767	-1.16988	0.0	0.0	-0.21846	-0.27337	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:B.A.56.C:C.A.56.C:D.A.56.C	A56C_A56C_A56C_A56C	A56_A56_A56_A56	ddg	kcal/mol	ref2015	-0.08604	-0.09132	0.05214	0.03488	-0.0	0.0	0.00875	-0.06483	0.0	0.0	0.01753	-0.04319	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:B.A.56.C:C.A.56.C:D.A.56.C	A56C_A56C_A56C_A56C	A56_A56_A56_A56	mut	kcal/mol	ref2015	-0.38101	-10.8464	5.82933	6.55453	-0.0	-0.0	-0.13962	-1.21293	0.0	0.0	-0.18367	-0.38224	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:B.A.56.C:C.A.56.C:D.A.56.C	A56C_A56C_A56C_A56C	A56_A56_A56_A56	wt	kcal/mol	ref2015	-0.29497	-10.75507	5.77719	6.51965	-0.0	-0.0	-0.14837	-1.1481	0.0	0.0	-0.2012	-0.33906	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C	A56C_WT_WT_WT	A56	ddg	kcal/mol	ref2015	0.19904	-0.05476	0.21492	0.01226	0.0	0.0	0.00548	0.01406	0.0	0.0	0.0028	0.00427	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C	A56C_WT_WT_WT	A56	mut	kcal/mol	ref2015	2.14553	-11.21264	7.71266	6.98847	0.0	-0.0	-0.11925	-0.83372	0.0	0.0	-0.15793	-0.23206	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C	A56C_WT_WT_WT	A56	wt	kcal/mol	ref2015	1.9465	-11.15788	7.49774	6.97621	-0.0	-0.0	-0.12474	-0.84778	0.0	0.0	-0.16073	-0.23633	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.C:C.A.56.C:D.A.56.C	WT_A56C_A56C_A56C	A56_A56_A56	ddg	kcal/mol	ref2015	-0.01715	-0.05338	0.01708	0.04195	-0.0	0.0	-0.01922	0.00849	0.0	0.0	0.00653	-0.01858	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.C:C.A.56.C:D.A.56.C	WT_A56C_A56C_A56C	A56_A56_A56	mut	kcal/mol	ref2015	0.1871	-11.19459	6.36022	6.83154	-0.0	-0.0	-0.17619	-1.1302	0.0	0.0	-0.12551	-0.37817	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.C:C.A.56.C:D.A.56.C	WT_A56C_A56C_A56C	A56_A56_A56	wt	kcal/mol	ref2015	0.20425	-11.14121	6.34314	6.7896	0.0	-0.0	-0.15696	-1.13869	0.0	0.0	-0.13205	-0.35958	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:C.A.56.C	A56C_WT_A56C_WT	A56_A56	ddg	kcal/mol	ref2015	0.10199	-0.0865	0.17648	0.05845	0.0	0.0	0.00329	-0.06393	0.0	0.0	-0.01257	0.02677	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:C.A.56.C	A56C_WT_A56C_WT	A56_A56	mut	kcal/mol	ref2015	-0.16805	-11.31689	5.93044	7.23802	0.0	0.0	-0.1665	-1.21034	0.0	0.0	-0.24998	-0.3928	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:C.A.56.C	A56C_WT_A56C_WT	A56_A56	wt	kcal/mol	ref2015	-0.27003	-11.23039	5.75395	7.17957	0.0	-0.0	-0.16978	-1.14641	0.0	0.0	-0.23741	-0.41957	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:D.A.56.C	A56C_WT_WT_A56C	A56_A56	ddg	kcal/mol	ref2015	0.12369	-0.00723	0.14981	-0.03583	0.0	0.0	-0.00654	0.00876	0.0	0.0	0.01826	-0.00353	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:D.A.56.C	A56C_WT_WT_A56C	A56_A56	mut	kcal/mol	ref2015	1.87468	-10.95709	7.81234	6.61124	0.0	-0.0	-0.12265	-1.04104	0.0	0.0	-0.17599	-0.25213	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:D.A.56.C	A56C_WT_WT_A56C	A56_A56	wt	kcal/mol	ref2015	1.75099	-10.94986	7.66253	6.64708	0.0	-0.0	-0.11611	-1.0498	0.0	0.0	-0.19424	-0.2486	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:B.A.56.C	A56C_A56C_WT_WT	A56_A56	ddg	kcal/mol	ref2015	0.04471	-0.1005	0.15712	0.03772	0.0	-0.0	-0.00505	-0.05208	0.0	0.0	-0.00363	0.01112	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:B.A.56.C	A56C_A56C_WT_WT	A56_A56	mut	kcal/mol	ref2015	2.12259	-11.17433	7.95735	6.91509	-0.0	-0.0	-0.11796	-1.04812	0.0	0.0	-0.20582	-0.20361	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.C:B.A.56.C	A56C_A56C_WT_WT	A56_A56	wt	kcal/mol	ref2015	2.07788	-11.07383	7.80023	6.87737	-0.0	-0.0	-0.11292	-0.99604	0.0	0.0	-0.20219	-0.21474	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:B.A.56.D:C.A.56.D:D.A.56.D	A56D_A56D_A56D_A56D	A56_A56_A56_A56	ddg	kcal/mol	ref2015	-0.01551	-0.01835	0.0597	0.09144	-0.0	0.0	0.00774	-0.1493	0.0	0.0	-0.00091	-0.00584	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:B.A.56.D:C.A.56.D:D.A.56.D	A56D_A56D_A56D_A56D	A56_A56_A56_A56	mut	kcal/mol	ref2015	0.14433	-11.38095	6.23246	7.15828	0.0	-0.0	-0.12471	-1.22175	0.0	0.0	-0.17283	-0.34618	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:B.A.56.D:C.A.56.D:D.A.56.D	A56D_A56D_A56D_A56D	A56_A56_A56_A56	wt	kcal/mol	ref2015	0.15984	-11.3626	6.17276	7.06683	0.0	-0.0	-0.13245	-1.07245	0.0	0.0	-0.17192	-0.34034	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D	A56D_WT_WT_WT	A56	ddg	kcal/mol	ref2015	-0.0392	-0.08572	0.02127	0.11362	-0.0	0.0	0.01329	-0.10186	0.0	0.0	0.00976	-0.00956	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D	A56D_WT_WT_WT	A56	mut	kcal/mol	ref2015	1.61544	-10.84612	7.39751	6.73226	-0.0	-0.0	-0.07141	-1.16496	0.0	0.0	-0.18851	-0.24333	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D	A56D_WT_WT_WT	A56	wt	kcal/mol	ref2015	1.65464	-10.7604	7.37624	6.61864	0.0	-0.0	-0.0847	-1.0631	0.0	0.0	-0.19827	-0.23377	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.D:C.A.56.D:D.A.56.D	WT_A56D_A56D_A56D	A56_A56_A56	ddg	kcal/mol	ref2015	-0.10406	-0.02554	-0.01819	0.05533	-0.0	0.0	0.01025	-0.10122	0.0	0.0	-0.00044	-0.02425	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.D:C.A.56.D:D.A.56.D	WT_A56D_A56D_A56D	A56_A56_A56	mut	kcal/mol	ref2015	-0.17563	-11.18579	6.09092	7.01279	-0.0	-0.0	-0.14941	-1.33462	0.0	0.0	-0.21721	-0.3923	0.0	0.0	0.0	0.0	0.0	0.0
B.A.56.D:C.A.56.D:D.A.56.D	WT_A56D_A56D_A56D	A56_A56_A56	wt	kcal/mol	ref2015	-0.07157	-11.16025	6.1091	6.95746	-0.0	-0.0	-0.15967	-1.2334	0.0	0.0	-0.21677	-0.36805	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:C.A.56.D	A56D_WT_A56D_WT	A56_A56	ddg	kcal/mol	ref2015	-0.06948	-0.04877	0.04507	0.15494	0.0	0.0	-0.01117	-0.17343	0.0	0.0	-0.02669	-0.00943	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:C.A.56.D	A56D_WT_A56D_WT	A56_A56	mut	kcal/mol	ref2015	-0.58434	-11.24574	5.66262	7.1487	0.0	0.0	-0.17816	-1.37682	0.0	0.0	-0.22322	-0.37172	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:C.A.56.D	A56D_WT_A56D_WT	A56_A56	wt	kcal/mol	ref2015	-0.51486	-11.19697	5.61754	6.99376	0.0	-0.0	-0.16699	-1.20338	0.0	0.0	-0.19653	-0.36229	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:D.A.56.D	A56D_WT_WT_A56D	A56_A56	ddg	kcal/mol	ref2015	-0.01067	-0.00173	0.07857	0.04297	0.0	0.0	-0.0129	-0.10592	0.0	0.0	0.00166	-0.01332	0.0	0.0	0.0	0.0	0.0	0.0
A.A.56.D:D.A.56.D	A56D_WT_WT_A56D	A56_A56	mut	kcal/mol	ref2015	1.86376	-10.90278	7.72311	6.69953	-0.0	0.0	-0.13271	-1.14709	0.0	0.0	-0.15979	-0.21652	0.0	0.0	0.0	0.0	0.0	0.0
